Geographic Level,Location,Year,Total Population,Household Population,Group Quarters Population,Total Housing Units,Single Family Units,Multiple Family Units,Mobile Homes,Occupied Units,Vacancy Rate (%),Persons Per Household,Single Family Detached Units,Single Family Attached Units,Two to Four Family Units,Five Plus Family Units,Vacant Units,Source
Region,Los Angeles (Regional),2005,13568962,13342479,226483,4633355,2741092,1790065,102198,4407394,4.876833309772293,3.0272943603408273,,,,,225961,E-8
Region,Los Angeles (Regional),2006,13553992,13327830,226162,4667504,2761501,1803617,102386,4433753,5.008051412489416,3.0059928913496083,,,,,233751,E-8
Region,Los Angeles (Regional),2007,13545039,13319017,226022,4697412,2779388,1815599,102425,4453306,5.196606131205864,2.9908155873411797,,,,,244106,E-8
Region,Los Angeles (Regional),2008,13568765,13344317,224448,4728530,2794551,1831382,102597,4475235,5.356738775052712,2.981813692465312,,,,,253295,E-8
Region,Los Angeles (Regional),2009,13607185,13383975,223210,4752150,2807941,1841367,102842,4489035,5.536757046810391,2.9814815433606556,,,,,263115,E-8
Region,Los Angeles (Regional),2010,13652155,13420245,231910,4770900,2820119,1847685,103096,4496219,5.757425223752332,2.9847845489732596,2433441.0,386678.0,388514.0,1459171.0,274681,E-8
Region,Los Angeles (Regional),2011,13740853,13504552,236301,4782245,2825188,1854231,102826,4510330,5.685927843512827,2.994138344644405,2436829.0,388359.0,388755.0,1465476.0,271915,E-8
Region,Los Angeles (Regional),2012,13847052,13602505,244547,4792632,2830859,1859305,102468,4525271,5.57858395971149,3.0058984312762704,2440526.0,390333.0,388743.0,1470562.0,267361,E-8
Region,Los Angeles (Regional),2013,13942375,13689300,253075,4808137,2836867,1869171,102099,4547239,5.426176500378421,3.0104641519832143,2444597.0,392270.0,389098.0,1480073.0,260898,E-8
Region,Los Angeles (Regional),2014,14010385,13751726,258659,4828292,2844501,1882069,101722,4572502,5.297732614348925,3.007483867694317,2449948.0,394553.0,389420.0,1492649.0,255790,E-8
Region,Los Angeles (Regional),2015,14071328,13806863,264465,4851085,2853013,1896759,101313,4599258,5.191147959683247,3.0019761883329874,2456003.0,397010.0,389568.0,1507191.0,251827,E-8
Region,Los Angeles (Regional),2016,14103725,13837777,265948,4877148,2861309,1914927,100912,4629667,5.074297519780003,2.988935705310986,2461710.0,399599.0,389883.0,1525044.0,247481,E-8
Region,Los Angeles (Regional),2017,14143277,13870112,273165,4911230,2871285,1939440,100505,4664313,5.027600010587979,2.973666647156827,2468668.0,402617.0,390251.0,1549189.0,246917,E-8
Region,Los Angeles (Regional),2018,14150924,13872545,278379,4942627,2882564,1959927,100136,4696178,4.9861945884243335,2.9540074929016744,2476247.0,406317.0,390868.0,1569059.0,246449,E-8
Region,Los Angeles (Regional),2019,14106948,13823782,283166,4977366,2896325,1981270,99771,4734773,4.873923275885277,2.919629304298221,2483554.0,412771.0,391652.0,1589618.0,242593,E-8
Region,Los Angeles (Regional),2020,14044841,13757599,287242,5014846,2907014,2008554,99278,4774448,4.793726467373076,2.881505673535454,2492564.0,414450.0,398100.0,1610454.0,240398,E-8
Region,North San Joaquin Valley,1991,1051605,1025493,26112,364853,263253,79230,22370,346869,4.929108435452086,2.9564273544191035,,,,,17984,E-8
Region,North San Joaquin Valley,1992,1079620,1053189,26431,370049,267948,79563,22538,352185,4.827468794673138,2.990442523105754,,,,,17864,E-8
Region,North San Joaquin Valley,1993,1099929,1072378,27551,375227,272789,79527,22911,357470,4.732335359662285,2.9999104819984894,,,,,17757,E-8
Region,North San Joaquin Valley,1994,1115935,1088304,27631,380442,277989,79374,23079,362774,4.6440718953217575,2.9999503823316997,,,,,17668,E-8
Region,North San Joaquin Valley,1995,1129683,1102049,27634,385216,282962,79015,23239,367459,4.609621614886194,2.999107383408761,,,,,17757,E-8
Region,North San Joaquin Valley,1996,1141427,1113805,27622,388978,287206,78656,23116,370678,4.704636251921703,3.0047777316161195,,,,,18300,E-8
Region,North San Joaquin Valley,1997,1155815,1127627,28188,392836,291414,78401,23021,374721,4.6113390829761025,3.009244211026337,,,,,18115,E-8
Region,North San Joaquin Valley,1998,1172337,1143980,28357,396135,295142,78068,22925,378234,4.5189140065886635,3.0245297884378455,,,,,17901,E-8
Region,North San Joaquin Valley,1999,1191240,1162599,28641,400665,299893,77908,22864,382906,4.432381166311008,3.03625171713162,,,,,17759,E-8
Region,North San Joaquin Valley,2000,1215123,1186166,28957,406631,306146,77607,22878,388879,4.365628788754424,3.05021870556137,,,,,17752,E-8
Region,North San Joaquin Valley,2001,1248747,1220020,28727,415197,313986,78374,22837,395716,4.691989585666563,3.0830696762324497,,,,,19481,E-8
Region,North San Joaquin Valley,2002,1284397,1256157,28240,425455,323327,79043,23085,403625,5.130977424169418,3.1121882935893463,,,,,21830,E-8
Region,North San Joaquin Valley,2003,1316524,1287423,29101,433998,331006,79929,23063,409870,5.559472624297808,3.1410520408910143,,,,,24128,E-8
Region,North San Joaquin Valley,2004,1348782,1321449,27333,445829,341762,81081,22986,419268,5.957665382915871,3.151800280488852,,,,,26561,E-8
Region,North San Joaquin Valley,2005,1377272,1349908,27364,459701,354179,82504,23018,430602,6.329984054853045,3.1349320253970023,,,,,29099,E-8
Region,North San Joaquin Valley,2006,1400099,1372774,27325,473685,366938,83736,23011,442040,6.680599976777817,3.1055424848430007,,,,,31645,E-8
Region,North San Joaquin Valley,2007,1418805,1391889,26916,485105,376848,85285,22972,450964,7.037857783366487,3.086474751864894,,,,,34141,E-8
Region,North San Joaquin Valley,2008,1432615,1406549,26066,491620,382515,86156,22949,455122,7.424026687278793,3.0904878252424623,,,,,36498,E-8
Region,North San Joaquin Valley,2009,1442085,1416304,25781,494954,385120,87045,22789,456369,7.795673941416778,3.1034185056390773,,,,,38585,E-8
Region,North San Joaquin Valley,2010,1455552,1429997,25555,496956,386314,88017,22625,455829,8.275782966701277,3.1371347588679086,364078.0,22236.0,34708.0,53309.0,41127,E-8
Region,North San Joaquin Valley,2011,1469488,1443390,26098,497894,387262,88087,22545,457517,8.109557456004692,3.1548335908829617,364968.0,22294.0,34642.0,53445.0,40377,E-8
Region,North San Joaquin Valley,2012,1483221,1456941,26280,498808,388143,88232,22433,460340,7.71198537312954,3.1649237520093845,365773.0,22370.0,34650.0,53582.0,38468,E-8
Region,North San Joaquin Valley,2013,1494219,1468623,25596,500074,389323,88388,22363,465485,6.916776317105068,3.155038293392913,366828.0,22495.0,34571.0,53817.0,34589,E-8
Region,North San Joaquin Valley,2014,1505180,1477123,28057,501590,390822,88491,22277,468811,6.535018640722503,3.150785711086131,368183.0,22639.0,34505.0,53986.0,32779,E-8
Region,North San Joaquin Valley,2015,1523459,1494197,29262,502960,392297,88443,22220,471248,6.305073962144108,3.1707232709740945,369497.0,22800.0,34424.0,54019.0,31712,E-8
Region,North San Joaquin Valley,2016,1541982,1513047,28935,505118,394486,88432,22200,477055,5.555731532038059,3.1716405865151818,371606.0,22880.0,34387.0,54045.0,28063,E-8
Region,North San Joaquin Valley,2017,1563486,1533425,30061,507885,397098,88601,22186,481491,5.1968457426385894,3.1847428093152312,373978.0,23120.0,34299.0,54302.0,26394,E-8
Region,North San Joaquin Valley,2018,1578704,1548129,30575,511631,400430,89047,22154,487932,4.63204926988396,3.17283760851922,376992.0,23438.0,34319.0,54728.0,23699,E-8
Region,North San Joaquin Valley,2019,1595964,1563974,31990,516404,404735,89575,22094,494458,4.249773433203461,3.1630067670054887,380783.0,23952.0,34253.0,55322.0,21946,E-8
Region,North San Joaquin Valley,2020,1613313,1580941,32372,522376,409907,90429,22040,501321,4.030621621207713,3.1535503200544164,385695.0,24212.0,34282.0,56147.0,21055,E-8
Region,Sacramento (Regional),1991,1516665,1482315,34350,626158,433809,163978,28371,572595,8.55423072131954,2.5887669295051476,,,,,53563,E-8
Region,Sacramento (Regional),1992,1557665,1523979,33686,638282,442849,166981,28452,585024,8.34396081982572,2.604985436494913,,,,,53258,E-8
Region,Sacramento (Regional),1993,1585666,1551954,33712,648336,451593,168180,28563,595305,8.179555045531945,2.606989694358354,,,,,53031,E-8
Region,Sacramento (Regional),1994,1605985,1572077,33908,656778,459253,168863,28662,603718,8.078833334855917,2.6039922612875546,,,,,53060,E-8
Region,Sacramento (Regional),1995,1622525,1588489,34036,665754,467829,169425,28500,613412,7.862063164472162,2.5895955736112106,,,,,52342,E-8
Region,Sacramento (Regional),1996,1644378,1609704,34674,673735,475493,169829,28413,622188,7.650931004029775,2.587166579876179,,,,,51547,E-8
Region,Sacramento (Regional),1997,1670888,1635202,35686,681535,483080,170074,28381,631045,7.408276904340936,2.591260528171525,,,,,50490,E-8
Region,Sacramento (Regional),1998,1698716,1662424,36292,687730,489841,169595,28294,635487,7.596440463554011,2.615984276625643,,,,,52243,E-8
Region,Sacramento (Regional),1999,1740148,1703344,36804,697047,498171,170691,28185,646921,7.191193707167523,2.633001556604284,,,,,50126,E-8
Region,Sacramento (Regional),2000,1787184,1750469,36715,711872,509586,174161,28125,662064,6.9967634630944895,2.6439573817636965,,,,,49808,E-8
Region,Sacramento (Regional),2001,1838894,1801462,37432,726646,521234,177416,27996,675138,7.088458479094359,2.668287076123696,,,,,51508,E-8
Region,Sacramento (Regional),2002,1890913,1853964,36949,745219,537065,180340,27814,690217,7.38064917829524,2.686059601545601,,,,,55002,E-8
Region,Sacramento (Regional),2003,1937885,1900715,37170,766454,553987,184777,27690,707742,7.6602118326735855,2.6856043586504685,,,,,58712,E-8
Region,Sacramento (Regional),2004,1981621,1944659,36962,787575,571577,188428,27570,724888,7.959495921023395,2.682702707176833,,,,,62687,E-8
Region,Sacramento (Regional),2005,2016502,1979414,37088,809150,589253,192421,27476,742461,8.241858740653772,2.6660174743185165,,,,,66689,E-8
Region,Sacramento (Regional),2006,2045947,2008928,37019,830284,605853,197083,27348,759928,8.47372706206551,2.6435767599035698,,,,,70356,E-8
Region,Sacramento (Regional),2007,2075209,2037885,37324,846610,619108,200281,27221,772109,8.7999196796636,2.639374751492341,,,,,74501,E-8
Region,Sacramento (Regional),2008,2102431,2065636,36795,858237,627405,203774,27058,780983,9.00147628219245,2.6449180071781333,,,,,77254,E-8
Region,Sacramento (Regional),2009,2124955,2088659,36296,865395,632551,206003,26841,785049,9.284315254883609,2.6605460296108907,,,,,80346,E-8
Region,Sacramento (Regional),2010,2149127,2110593,38534,870647,636570,207447,26630,786556,9.658449406016445,2.6833346894563133,591712.0,44858.0,64696.0,142751.0,84091,E-8
Region,Sacramento (Regional),2011,2169939,2130552,39387,874322,639759,207961,26602,790203,9.621054943144516,2.6962084426406885,594691.0,45068.0,64626.0,143335.0,84119,E-8
Region,Sacramento (Regional),2012,2192239,2151224,41015,877871,642625,208699,26547,795705,9.35968952158119,2.7035446553685096,597321.0,45304.0,64601.0,144098.0,82166,E-8
Region,Sacramento (Regional),2013,2213030,2171795,41235,882386,646230,209669,26487,803509,8.939058416611324,2.702888206603784,600712.0,45518.0,64612.0,145057.0,78877,E-8
Region,Sacramento (Regional),2014,2233579,2190955,42624,887399,650789,210196,26414,810583,8.656309056016516,2.7029372686079034,604961.0,45828.0,64556.0,145640.0,76816,E-8
Region,Sacramento (Regional),2015,2257965,2213772,44193,892182,655235,210591,26356,816147,8.522364270967135,2.7124672393576157,609139.0,46096.0,64507.0,146084.0,76035,E-8
Region,Sacramento (Regional),2016,2284653,2238876,45777,897858,660169,211393,26296,825453,8.064192778813577,2.7122997917507115,613841.0,46328.0,64462.0,146931.0,72405,E-8
Region,Sacramento (Regional),2017,2314216,2266558,47658,905238,666745,212234,26259,834307,7.835618920107199,2.716695413079358,620146.0,46599.0,64471.0,147763.0,70931,E-8
Region,Sacramento (Regional),2018,2340799,2291982,48817,913912,673981,213714,26217,846077,7.422487066588468,2.7089520220972796,627083.0,46898.0,64529.0,149185.0,67835,E-8
Region,Sacramento (Regional),2019,2365134,2314229,50905,922805,680940,215687,26178,856997,7.131300762349575,2.7003933502684374,633807.0,47133.0,64553.0,151134.0,65808,E-8
Region,Sacramento (Regional),2020,2397382,2345490,51892,933562,689824,217600,26138,868460,6.97350577679897,2.7007461483545585,642421.0,47403.0,64700.0,152900.0,65102,E-8
Region,San Diego (Regional),1991,2642384,2527843,114541,996144,583653,359270,53221,933945,6.24397677444225,2.7066294053718365,,,,,62199,E-8
Region,San Diego (Regional),1992,2691425,2580051,111374,1009618,591315,364805,53498,948430,6.060510014678819,2.7203388758263656,,,,,61188,E-8
Region,San Diego (Regional),1993,2720574,2615586,104988,1019526,597586,368333,53607,958882,5.9482543848808165,2.727745436873359,,,,,60644,E-8
Region,San Diego (Regional),1994,2736280,2626644,109636,1026701,603100,369917,53684,967862,5.730879779020377,2.7138621001754384,,,,,58839,E-8
Region,San Diego (Regional),1995,2747960,2638465,109495,1034211,610226,370121,53864,977027,5.52923919780393,2.700503670829977,,,,,57184,E-8
Region,San Diego (Regional),1996,2758282,2647099,111183,1040893,616269,370578,54046,985366,5.334554080006302,2.6864119525130765,,,,,55527,E-8
Region,San Diego (Regional),1997,2792028,2676198,115830,1048120,622785,371097,54238,994021,5.16152730603366,2.692295233199298,,,,,54099,E-8
Region,San Diego (Regional),1998,2841934,2730991,110943,1056317,631444,370468,54405,1003873,4.9647974992355515,2.720454679028124,,,,,52444,E-8
Region,San Diego (Regional),1999,2891037,2780711,110326,1067794,641307,372006,54481,1016559,4.798210141656536,2.735415258730679,,,,,51235,E-8
Region,San Diego (Regional),2000,2943184,2835042,108142,1080981,652709,373648,54624,1030668,4.654383379541361,2.750684022401006,,,,,50313,E-8
Region,San Diego (Regional),2001,2993179,2891240,101939,1094870,664071,376282,54517,1041658,4.8601203795884445,2.775613493104262,,,,,53212,E-8
Region,San Diego (Regional),2002,3036210,2927901,108309,1109621,675416,379955,54250,1052994,5.103274000762423,2.78054860711457,,,,,56627,E-8
Region,San Diego (Regional),2003,3076257,2967767,108490,1125582,686385,385160,54037,1065528,5.335373166948298,2.785254822022509,,,,,60054,E-8
Region,San Diego (Regional),2004,3106123,2998990,107133,1141699,697854,389982,53863,1078207,5.561185566423375,2.781460331828675,,,,,63492,E-8
Region,San Diego (Regional),2005,3122576,3015114,107462,1158386,707081,397605,53700,1091486,5.775276980212123,2.7623936541558938,,,,,66900,E-8
Region,San Diego (Regional),2006,3136580,3029214,107366,1177446,718164,405655,53627,1106757,6.003587425665381,2.7370181530363036,,,,,70689,E-8
Region,San Diego (Regional),2007,3163184,3056344,106840,1192368,728595,410164,53609,1117305,6.295288031882775,2.7354607739158063,,,,,75063,E-8
Region,San Diego (Regional),2008,3201184,3090235,110949,1203706,733606,416505,53595,1125736,6.477495335239667,2.745079663437964,,,,,77970,E-8
Region,San Diego (Regional),2009,3236106,3123773,112333,1214034,739202,421150,53682,1132943,6.679466967152485,2.7572199130935977,,,,,81091,E-8
Region,San Diego (Regional),2010,3269841,3155359,114482,1220095,744091,422606,53398,1135239,6.954868268454506,2.779466702606235,638017.0,106074.0,89396.0,333210.0,84856,E-8
Region,San Diego (Regional),2011,3300433,3188642,111791,1222704,746078,423402,53224,1138487,6.887766785747,2.800771550311949,639629.0,106449.0,89167.0,334235.0,84217,E-8
Region,San Diego (Regional),2012,3333314,3220224,113090,1225933,748518,424450,52965,1142916,6.771740380591762,2.8175508961288496,641651.0,106867.0,89206.0,335244.0,83017,E-8
Region,San Diego (Regional),2013,3368054,3258476,109578,1230556,750899,426954,52703,1152455,6.34680583411076,2.82742146114165,643614.0,107285.0,89231.0,337723.0,78101,E-8
Region,San Diego (Regional),2014,3398181,3284954,113227,1236494,753726,430332,52436,1159084,6.260442832718962,2.834094854212464,645845.0,107881.0,89379.0,340953.0,77410,E-8
Region,San Diego (Regional),2015,3427949,3311937,116012,1244012,756221,435618,52173,1166621,6.221081468667505,2.8389142660727007,647800.0,108421.0,89459.0,346159.0,77391,E-8
Region,San Diego (Regional),2016,3442901,3327750,115151,1248901,758857,438141,51903,1174568,5.951872886641936,2.8331693013942147,649859.0,108998.0,89364.0,348777.0,74333,E-8
Region,San Diego (Regional),2017,3460710,3346339,114371,1256972,761436,443866,51670,1183256,5.864569775619505,2.8280769334784694,651744.0,109692.0,89508.0,354358.0,73716,E-8
Region,San Diego (Regional),2018,3475513,3357230,118283,1265651,763716,450527,51408,1192582,5.773234485652048,2.815093637167088,653462.0,110254.0,89697.0,360830.0,73069,E-8
Region,San Diego (Regional),2019,3483890,3367081,116809,1274960,767790,455902,51268,1202478,5.685041099328606,2.800118588448188,656810.0,110980.0,90040.0,365862.0,72482,E-8
Region,San Diego (Regional),2020,3478336,3352756,125580,1285130,771526,462508,51096,1210814,5.7827612770692465,2.769009938768465,659705.0,111821.0,90552.0,371956.0,74316,E-8
Region,South San Joaquin Valley,1991,1915017,1853648,61369,700408,485697,149512,65199,628738,10.232607280328038,2.9482041804376387,,,,,71670,E-8
Region,South San Joaquin Valley,1992,1982516,1914180,68336,714853,498044,151043,65766,641439,10.26980372188408,2.984196470747803,,,,,73414,E-8
Region,South San Joaquin Valley,1993,2033827,1963838,69989,727078,509280,151742,66056,652030,10.321863679000051,3.011882888824134,,,,,75048,E-8
Region,South San Joaquin Valley,1994,2072628,1998611,74017,739250,520562,152063,66625,662681,10.357659790328034,3.01594734117924,,,,,76569,E-8
Region,South San Joaquin Valley,1995,2106215,2031664,74551,750854,531036,152629,67189,672795,10.396029054916136,3.019737067011497,,,,,78059,E-8
Region,South San Joaquin Valley,1996,2135262,2056099,79163,760506,540193,153316,66997,681562,10.38045722190226,3.016745358456017,,,,,78944,E-8
Region,South San Joaquin Valley,1997,2163408,2082560,80848,770096,549331,154071,66694,689777,10.429738629988988,3.0191786620893417,,,,,80319,E-8
Region,South San Joaquin Valley,1998,2189456,2103579,85877,777508,556743,154475,66290,696142,10.46497270767632,3.021767110733155,,,,,81366,E-8
Region,South San Joaquin Valley,1999,2217125,2124221,92904,785602,565312,154320,65970,703194,10.489789995442983,3.0208178681843134,,,,,82408,E-8
Region,South San Joaquin Valley,2000,2252235,2158390,93845,793943,573393,154881,65669,710591,10.49848666717888,3.0374575529383288,,,,,83352,E-8
Region,South San Joaquin Valley,2001,2289626,2194323,95303,803948,582192,156096,65660,718944,10.573320662530412,3.05214731606356,,,,,85004,E-8
Region,South San Joaquin Valley,2002,2332325,2237177,95148,815696,592705,157536,65455,728178,10.72924226672682,3.0722941368731274,,,,,87518,E-8
Region,South San Joaquin Valley,2003,2383770,2287010,96760,829100,604595,159174,65331,738950,10.87323603907852,3.0949455308207594,,,,,90150,E-8
Region,South San Joaquin Valley,2004,2440569,2342079,98490,845329,618791,161098,65440,752244,11.011688940045827,3.11345653803819,,,,,93085,E-8
Region,South San Joaquin Valley,2005,2492625,2394059,98566,865370,634958,164636,65776,769142,11.11986780221177,3.11263589818265,,,,,96228,E-8
Region,South San Joaquin Valley,2006,2544359,2441741,102618,889216,654171,168701,66344,788854,11.286571541672664,3.0953015386877674,,,,,100362,E-8
Region,South San Joaquin Valley,2007,2595035,2490075,104960,911646,672280,172731,66635,807001,11.478687999508582,3.0855909720062304,,,,,104645,E-8
Region,South San Joaquin Valley,2008,2637857,2532770,105087,927819,684514,176421,66884,821182,11.493297722939497,3.0842979997126094,,,,,106637,E-8
Region,South San Joaquin Valley,2009,2671639,2568238,103401,939492,692115,180790,66587,830315,11.620854674653962,3.093088767515942,,,,,109177,E-8
Region,South San Joaquin Valley,2010,2707315,2607129,100186,947140,698044,183143,65953,836521,11.679266000802416,3.116633055237107,674580.0,23464.0,87185.0,95958.0,110619,E-8
Region,South San Joaquin Valley,2011,2720522,2623912,96610,950590,701039,183721,65830,841306,11.49643905364037,3.1188556839009824,677496.0,23543.0,87198.0,96523.0,109284,E-8
Region,South San Joaquin Valley,2012,2741496,2651255,90241,954347,704003,184684,65660,847131,11.234488084522717,3.129687144019048,680361.0,23642.0,87261.0,97423.0,107216,E-8
Region,South San Joaquin Valley,2013,2758554,2671209,87345,958322,707181,185680,65461,855642,10.714561493944624,3.1218769064632172,683449.0,23732.0,87211.0,98469.0,102680,E-8
Region,South San Joaquin Valley,2014,2772879,2683790,89089,962927,711392,186289,65246,862185,10.462059948469614,3.1127774201592464,687543.0,23849.0,87247.0,99042.0,100742,E-8
Region,South San Joaquin Valley,2015,2790960,2700436,90524,968355,716424,187014,64917,869080,10.251922074032766,3.1072352372623926,692459.0,23965.0,87258.0,99756.0,99275,E-8
Region,South San Joaquin Valley,2016,2804421,2716106,88315,973114,720401,188104,64609,877323,9.84375931288626,3.095901965410687,696290.0,24111.0,87309.0,100795.0,95791,E-8
Region,South San Joaquin Valley,2017,2823013,2733773,89240,978954,725789,188849,64316,885192,9.577773827983746,3.0883390270133484,701535.0,24254.0,87517.0,101332.0,93762,E-8
Region,South San Joaquin Valley,2018,2846471,2755816,90655,984295,731173,189195,63927,893982,9.175399651527236,3.082630299044052,706800.0,24373.0,87460.0,101735.0,90313,E-8
Region,South San Joaquin Valley,2019,2867357,2776523,90834,989212,736116,189509,63587,901187,8.898496985479351,3.0809621088630883,711631.0,24485.0,87383.0,102126.0,88025,E-8
Region,South San Joaquin Valley,2020,2891679,2804956,86723,997961,743936,190816,63209,911057,8.70815592994115,3.0787930941752273,719203.0,24733.0,87621.0,103195.0,86904,E-8
State,California,1991,30143555,29378401,765154,11332713,7034602,3738332,559779,10532919,7.057392170789114,2.7891984168870945,,,,,799794,E-8
State,California,1992,30722998,29950222,772776,11457671,7118298,3776014,563359,10666891,6.90175167361674,2.807774261497563,,,,,790780,E-8
State,California,1993,31150786,30384326,766460,11561027,7200521,3794513,565993,10776787,6.783480394951072,2.81942345153523,,,,,784240,E-8
State,California,1994,31418940,30637814,781126,11646030,7277417,3800366,568247,10868220,6.678756623501743,2.819027770876924,,,,,777810,E-8
State,California,1995,31617770,30840731,777039,11730341,7359545,3800692,570104,10962235,6.548027887680333,2.813361600075168,,,,,768106,E-8
State,California,1996,31837399,31046703,790696,11805109,7432590,3802882,569637,11048097,6.412579502654317,2.8101403345752667,,,,,757012,E-8
State,California,1997,32207869,31406775,801094,11882446,7509810,3803296,569340,11135644,6.284918105245334,2.820382458347268,,,,,746802,E-8
State,California,1998,32657877,31851640,806237,11966903,7592009,3805621,569273,11229860,6.159012068536028,2.836334558044357,,,,,737043,E-8
State,California,1999,33140771,32325149,815622,12064733,7682559,3812778,569396,11341002,5.9987320067505845,2.850290388803388,,,,,723731,E-8
State,California,2000,33721583,32901645,819938,12186125,7789617,3827274,569234,11473420,5.848495727723128,2.867640598879846,,,,,712705,E-8
State,California,2001,34256789,33436164,820625,12313566,7898689,3846896,567981,11576277,5.987615610295182,2.8883348247454688,,,,,737289,E-8
State,California,2002,34725516,33904453,821063,12461342,8020637,3874858,565847,11685031,6.229754387609296,2.9015287165262977,,,,,776311,E-8
State,California,2003,35163609,34338370,825239,12619213,8144276,3910898,564039,11803283,6.465775639098887,2.9092219512147595,,,,,815930,E-8
State,California,2004,35570847,34746867,823980,12785664,8280537,3942250,562877,11928994,6.700238642279353,2.912807819334975,,,,,856670,E-8
State,California,2005,35869173,35043831,825342,12978524,8426623,3989428,562473,12077568,6.941898786025283,2.901563543256391,,,,,900956,E-8
State,California,2006,36116202,35285739,830463,13183852,8581465,4038183,564204,12239726,7.161230268665031,2.8828863489264385,,,,,944126,E-8
State,California,2007,36399676,35564647,835029,13364160,8719186,4080078,564896,12373402,7.413544884227666,2.8742820284995187,,,,,990758,E-8
State,California,2008,36704375,35870058,834317,13503834,8811100,4128536,564198,12478123,7.595702079868577,2.874635712438481,,,,,1025711,E-8
State,California,2009,36966713,36138881,827832,13598801,8872801,4164554,561446,12536360,7.812754962735317,2.882725208912316,,,,,1062441,E-8
State,California,2010,37253956,36412191,841765,13670304,8925518,4187139,557647,12568167,8.062271329152592,2.8971759366341967,7959078.0,966440.0,1110620.0,3076519.0,1102137,E-8
State,California,2011,37552880,36705489,847391,13708917,8951261,4201594,556062,12615324,7.9772384645701795,2.909595425373141,7980692.0,970569.0,1110489.0,3091105.0,1093593,E-8
State,California,2012,37904303,37045567,858736,13748554,8977957,4216652,553945,12674648,7.811046892640494,2.922808349391636,8002251.0,975706.0,1110321.0,3106331.0,1073906,E-8
State,California,2013,38237859,37377776,860083,13798126,9007373,4238932,551821,12763573,7.497779046227004,2.928472771691751,8026468.0,980905.0,1110558.0,3128374.0,1034553,E-8
State,California,2014,38513119,37632371,880748,13861713,9043660,4268371,549682,12846101,7.326742373038597,2.929478057194163,8056830.0,986830.0,1111009.0,3157362.0,1015612,E-8
State,California,2015,38810306,37914661,895645,13935318,9082609,4305356,547352,12931373,7.204320705132094,2.931990361734984,8089900.0,992709.0,1110997.0,3194359.0,1003945,E-8
State,California,2016,39036749,38139328,897421,14007209,9121627,4340515,545067,13034107,6.947151284742025,2.9261174547669437,8122690.0,998937.0,1111052.0,3229463.0,973102,E-8
State,California,2017,39273915,38358732,915183,14100744,9168008,4389671,543064,13140694,6.808505990889557,2.919079616342942,8161756.0,1006252.0,1111763.0,3277908.0,960050,E-8
State,California,2018,39429439,38496587,932852,14190118,9212731,4436637,540750,13249008,6.632150627641009,2.9056203302164207,8198063.0,1014668.0,1112894.0,3323743.0,941110,E-8
State,California,2019,39503656,38559552,944104,14271894,9260119,4475865,535910,13350328,6.457208832969186,2.888284991949261,8232681.0,1027438.0,1113537.0,3362328.0,921566,E-8
State,California,2020,39538223,38574691,963532,14392521,9323029,4535703,533789,13475838,6.37,2.863,8287854.0,1035175.0,1123448.0,3412255.0,916683,E-8
Town,Apple Valley,1991,48451,48304,147,17551,13315,3478,758,16388,6.626403053957039,2.9475225774957288,,,,,1163,E-8
Town,Apple Valley,1992,50278,50062,216,17975,13700,3486,789,16754,6.792767732962448,2.988062552226334,,,,,1221,E-8
Town,Apple Valley,1993,50838,50604,234,18234,13935,3478,821,16968,6.943073379401119,2.9823196605374824,,,,,1266,E-8
Town,Apple Valley,1994,51149,50897,252,18574,14240,3467,867,17256,7.09594056207602,2.949524802967084,,,,,1318,E-8
Town,Apple Valley,1995,50586,50316,270,18720,14365,3456,899,17363,7.248931623931624,2.897886309969475,,,,,1357,E-8
Town,Apple Valley,1996,50885,50598,287,18923,14562,3437,924,17522,7.403688632880621,2.887684054331697,,,,,1401,E-8
Town,Apple Valley,1997,51347,51042,305,19101,14733,3418,950,17659,7.549342966336842,2.890424146327652,,,,,1442,E-8
Town,Apple Valley,1998,51907,51584,323,19370,14996,3398,976,17882,7.681982447083119,2.884688513589084,,,,,1488,E-8
Town,Apple Valley,1999,52539,52198,341,19609,15228,3379,1002,18076,7.817838747513897,2.8876963930073023,,,,,1533,E-8
Town,Apple Valley,2000,53976,53617,359,20079,15595,3456,1028,18486,7.933662034961901,2.900411121930109,,,,,1593,E-8
Town,Apple Valley,2001,55269,54899,370,20513,15946,3503,1064,18854,8.087554233900454,2.911795905378169,,,,,1659,E-8
Town,Apple Valley,2002,56890,56510,380,20909,16287,3519,1103,19184,8.250035869721174,2.9456839032527107,,,,,1725,E-8
Town,Apple Valley,2003,58665,58275,390,21448,16770,3535,1143,19646,8.401715777694891,2.9662526722997047,,,,,1802,E-8
Town,Apple Valley,2004,61005,60605,400,22193,17452,3555,1186,20298,8.538728427882667,2.9857621440536013,,,,,1895,E-8
Town,Apple Valley,2005,63117,62707,410,22985,18174,3584,1227,20993,8.666521644550794,2.9870433001476684,,,,,1992,E-8
Town,Apple Valley,2006,66490,66071,419,24425,19419,3736,1270,22285,8.761514841351074,2.9648193852367064,,,,,2140,E-8
Town,Apple Valley,2007,69127,68698,429,25621,20427,3884,1310,23352,8.85601654892471,2.9418465227817747,,,,,2269,E-8
Town,Apple Valley,2008,68776,68337,439,25792,20543,3899,1350,23376,9.36724565756824,2.92338295687885,,,,,2416,E-8
