Income Level,Units,RHNA,Percent,Projected Units,On Track Score,Status,Jurisdiction,Geographic Level,County,Region,Cycle,Planning Period,Planning Period Start,Planning Period End,Cycle Started,Snapshot Date,Most Recent,Total Days,Elapsed Days,Percent Elapsed,Tiers Met,Tiers With Goal,Overall Progress,Overall On Track Score,Overall Category,Source Last Updated
Moderate,58,326,0.18,134.3980967486122,0.41226410045586565,Far Off Track,Lafayette,City,Contra Costa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.09020788411250458,0.20903048166275842,Far Off Track,2026-07-15 12:00:00
Total,184,2114,0.08703878902554399,426.3663758921491,0.20168702738512256,Far Off Track,Lafayette,City,Contra Costa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.09020788411250458,0.20903048166275842,Far Off Track,2026-07-15 12:00:00
Very Low,27,599,0.05,62.564631245043614,0.10444846618538166,Far Off Track,Lafayette,City,Contra Costa,Bay Area,6,01/31/2023 - 01/31/2031,2023-01-31,2031-01-31,True,2026-07-15,True,2922,1261,0.43155373032169747,0,4,0.09020788411250458,0.20903048166275842,Far Off Track,2026-07-15 12:00:00
Above Moderate,116,0,0.0,116.0,,No Allocation,Laguna Beach,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,2,0.5,0.5,Behind,2026-07-15 12:00:00
Low,2,1,2.0,2.0,2.0,Met,Laguna Beach,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,2,0.5,0.5,Behind,2026-07-15 12:00:00
Moderate,32,0,0.0,32.0,,No Allocation,Laguna Beach,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,2,0.5,0.5,Behind,2026-07-15 12:00:00
Total,150,2,75.0,150.0,75.0,Met,Laguna Beach,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,2,0.5,0.5,Behind,2026-07-15 12:00:00
Very Low,0,1,0.0,0.0,0.0,Behind,Laguna Beach,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,2,0.5,0.5,Behind,2026-07-15 12:00:00
Above Moderate,361,117,3.09,608.3287197231834,5.199390766864815,Met,Laguna Beach,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.3860759493670886,0.47930445446979986,Far Off Track,2026-07-15 12:00:00
Low,0,80,0.0,0.0,0.0,Far Off Track,Laguna Beach,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.3860759493670886,0.47930445446979986,Far Off Track,2026-07-15 12:00:00
Moderate,43,79,0.54,72.46020761245676,0.9172178178791994,Nearly On Track,Laguna Beach,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.3860759493670886,0.47930445446979986,Far Off Track,2026-07-15 12:00:00
Total,404,394,1.0253807106598984,680.7889273356402,1.7278906785168533,Met,Laguna Beach,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.3860759493670886,0.47930445446979986,Far Off Track,2026-07-15 12:00:00
Very Low,0,118,0.0,0.0,0.0,Far Off Track,Laguna Beach,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,1,4,0.3860759493670886,0.47930445446979986,Far Off Track,2026-07-15 12:00:00
Above Moderate,11,0,0.0,11.0,,No Allocation,Laguna Hills,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Low,0,1,0.0,0.0,0.0,Behind,Laguna Hills,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Moderate,292,0,0.0,292.0,,No Allocation,Laguna Hills,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Total,303,2,151.5,303.0,151.5,Met,Laguna Hills,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Very Low,0,1,0.0,0.0,0.0,Behind,Laguna Hills,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Above Moderate,6,710,0.01,10.110726643598616,0.014240460061406501,Far Off Track,Laguna Hills,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.00749037425687268,0.0126221877615813,Far Off Track,2026-07-15 12:00:00
Low,2,353,0.01,3.370242214532872,0.009547428369781508,Far Off Track,Laguna Hills,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.00749037425687268,0.0126221877615813,Far Off Track,2026-07-15 12:00:00
Moderate,0,354,0.0,0.0,0.0,Far Off Track,Laguna Hills,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.00749037425687268,0.0126221877615813,Far Off Track,2026-07-15 12:00:00
Total,17,1985,0.008564231738035265,28.647058823529413,0.01443176766928434,Far Off Track,Laguna Hills,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.00749037425687268,0.0126221877615813,Far Off Track,2026-07-15 12:00:00
Very Low,9,568,0.02,15.166089965397925,0.02670086261513719,Far Off Track,Laguna Hills,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.00749037425687268,0.0126221877615813,Far Off Track,2026-07-15 12:00:00
Above Moderate,1623,75,21.64,1623.0,21.64,Met,Laguna Niguel,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,3,4,0.7941176470588235,0.7941176470588235,Behind,2026-07-15 12:00:00
Low,40,30,1.33,40.0,1.3333333333333333,Met,Laguna Niguel,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,3,4,0.7941176470588235,0.7941176470588235,Behind,2026-07-15 12:00:00
Moderate,6,34,0.18,6.0,0.17647058823529413,Behind,Laguna Niguel,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,3,4,0.7941176470588235,0.7941176470588235,Behind,2026-07-15 12:00:00
Total,1732,182,9.516483516483516,1732.0,9.516483516483516,Met,Laguna Niguel,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,3,4,0.7941176470588235,0.7941176470588235,Behind,2026-07-15 12:00:00
Very Low,63,43,1.47,63.0,1.4651162790697674,Met,Laguna Niguel,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,3,4,0.7941176470588235,0.7941176470588235,Behind,2026-07-15 12:00:00
Above Moderate,327,434,0.75,551.0346020761245,1.2696649817422225,On Track,Laguna Niguel,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.21193357631534882,0.28971749735190067,Far Off Track,2026-07-15 12:00:00
Low,2,202,0.01,3.370242214532872,0.016684367398677586,Far Off Track,Laguna Niguel,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.21193357631534882,0.28971749735190067,Far Off Track,2026-07-15 12:00:00
Moderate,6,223,0.03,10.110726643598616,0.04533958136142877,Far Off Track,Laguna Niguel,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.21193357631534882,0.28971749735190067,Far Off Track,2026-07-15 12:00:00
Total,355,1207,0.29411764705882354,598.2179930795849,0.4956238550783636,Far Off Track,Laguna Niguel,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.21193357631534882,0.28971749735190067,Far Off Track,2026-07-15 12:00:00
Very Low,20,348,0.06,33.70242214532872,0.09684604064749631,Far Off Track,Laguna Niguel,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.21193357631534882,0.28971749735190067,Far Off Track,2026-07-15 12:00:00
Above Moderate,0,0,0.0,0.0,,No Allocation,Laguna Woods,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Low,0,1,0.0,0.0,0.0,Behind,Laguna Woods,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Moderate,0,0,0.0,0.0,,No Allocation,Laguna Woods,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Total,0,2,0.0,0.0,0.0,Behind,Laguna Woods,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Very Low,0,1,0.0,0.0,0.0,Behind,Laguna Woods,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,0,2,0.0,0.0,Behind,2026-07-15 12:00:00
Above Moderate,0,542,0.0,0.0,0.0,Far Off Track,Laguna Woods,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.0,0.0,Far Off Track,2026-07-15 12:00:00
Low,0,136,0.0,0.0,0.0,Far Off Track,Laguna Woods,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.0,0.0,Far Off Track,2026-07-15 12:00:00
Moderate,0,192,0.0,0.0,0.0,Far Off Track,Laguna Woods,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.0,0.0,Far Off Track,2026-07-15 12:00:00
Total,0,997,0.0,0.0,0.0,Far Off Track,Laguna Woods,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.0,0.0,Far Off Track,2026-07-15 12:00:00
Very Low,0,127,0.0,0.0,0.0,Far Off Track,Laguna Woods,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.0,0.0,Far Off Track,2026-07-15 12:00:00
Above Moderate,16,601,0.03,16.0,0.026622296173044926,Behind,Lake County,County,Lake,Far North,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,0,4,0.05197300005022528,0.05197300005022528,Behind,2026-07-15 12:00:00
Low,17,231,0.07,17.0,0.0735930735930736,Behind,Lake County,County,Lake,Far North,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,0,4,0.05197300005022528,0.05197300005022528,Behind,2026-07-15 12:00:00
Moderate,22,256,0.09,22.0,0.0859375,Behind,Lake County,County,Lake,Far North,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,0,4,0.05197300005022528,0.05197300005022528,Behind,2026-07-15 12:00:00
Total,63,1456,0.04326923076923077,63.0,0.04326923076923077,Behind,Lake County,County,Lake,Far North,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,0,4,0.05197300005022528,0.05197300005022528,Behind,2026-07-15 12:00:00
Very Low,8,368,0.02,8.0,0.021739130434782608,Behind,Lake County,County,Lake,Far North,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,0,4,0.05197300005022528,0.05197300005022528,Behind,2026-07-15 12:00:00
Above Moderate,186,576,0.32,215.15914489311163,0.3735401821060966,Far Off Track,Lake County,County,Lake,Far North,6,08/15/2019 - 08/15/2027,2019-08-15,2027-08-15,True,2026-07-15,True,2922,2526,0.864476386036961,0,4,0.3426262633349132,0.3963396442852796,Far Off Track,2026-07-15 12:00:00
Low,130,224,0.58,150.38004750593825,0.6713394977943672,Somewhat Off Track,Lake County,County,Lake,Far North,6,08/15/2019 - 08/15/2027,2019-08-15,2027-08-15,True,2026-07-15,True,2922,2526,0.864476386036961,0,4,0.3426262633349132,0.3963396442852796,Far Off Track,2026-07-15 12:00:00
Moderate,83,207,0.4,96.01187648456057,0.46382549026357767,Far Off Track,Lake County,County,Lake,Far North,6,08/15/2019 - 08/15/2027,2019-08-15,2027-08-15,True,2026-07-15,True,2922,2526,0.864476386036961,0,4,0.3426262633349132,0.3963396442852796,Far Off Track,2026-07-15 12:00:00
Total,421,1339,0.3144137415982076,487.0,0.3637042569081404,Far Off Track,Lake County,County,Lake,Far North,6,08/15/2019 - 08/15/2027,2019-08-15,2027-08-15,True,2026-07-15,True,2922,2526,0.864476386036961,0,4,0.3426262633349132,0.3963396442852796,Far Off Track,2026-07-15 12:00:00
Very Low,22,332,0.07,25.44893111638955,0.07665340697707695,Far Off Track,Lake County,County,Lake,Far North,6,08/15/2019 - 08/15/2027,2019-08-15,2027-08-15,True,2026-07-15,True,2922,2526,0.864476386036961,0,4,0.3426262633349132,0.3963396442852796,Far Off Track,2026-07-15 12:00:00
Above Moderate,1163,2035,0.57,1163.0,0.5714987714987715,Behind,Lake Elsinore,City,Riverside,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4600213719840003,0.4600213719840003,Behind,2026-07-15 12:00:00
Low,185,801,0.23,185.0,0.23096129837702872,Behind,Lake Elsinore,City,Riverside,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4600213719840003,0.4600213719840003,Behind,2026-07-15 12:00:00
Moderate,1359,897,1.52,1359.0,1.5150501672240804,Met,Lake Elsinore,City,Riverside,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4600213719840003,0.4600213719840003,Behind,2026-07-15 12:00:00
Total,2752,4929,0.5583282613106106,2752.0,0.5583282613106106,Behind,Lake Elsinore,City,Riverside,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4600213719840003,0.4600213719840003,Behind,2026-07-15 12:00:00
Very Low,45,1196,0.04,45.0,0.03762541806020067,Behind,Lake Elsinore,City,Riverside,Inland Empire,5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4600213719840003,0.4600213719840003,Behind,2026-07-15 12:00:00
Above Moderate,1007,2570,0.39,1696.9169550173012,0.6602789708238527,Somewhat Off Track,Lake Elsinore,City,Riverside,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.13747808526865252,0.23166722327278125,Far Off Track,2026-07-15 12:00:00
Low,16,1099,0.01,26.961937716262977,0.024533155337818906,Far Off Track,Lake Elsinore,City,Riverside,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.13747808526865252,0.23166722327278125,Far Off Track,2026-07-15 12:00:00
Moderate,138,1134,0.12,232.54671280276818,0.2050676479742224,Far Off Track,Lake Elsinore,City,Riverside,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.13747808526865252,0.23166722327278125,Far Off Track,2026-07-15 12:00:00
Total,1202,6681,0.1799131866487053,2025.5155709342562,0.3031755082972992,Far Off Track,Lake Elsinore,City,Riverside,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.13747808526865252,0.23166722327278125,Far Off Track,2026-07-15 12:00:00
Very Low,41,1878,0.02,69.08996539792388,0.03678911895523103,Far Off Track,Lake Elsinore,City,Riverside,Inland Empire,6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.13747808526865252,0.23166722327278125,Far Off Track,2026-07-15 12:00:00
Above Moderate,3817,1133,3.37,3817.0,3.3689320388349513,Met,Lake Forest,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4983545286833486,0.4983545286833486,Behind,2026-07-15 12:00:00
Low,199,450,0.44,199.0,0.44222222222222224,Behind,Lake Forest,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4983545286833486,0.4983545286833486,Behind,2026-07-15 12:00:00
Moderate,234,497,0.47,234.0,0.4708249496981891,Behind,Lake Forest,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4983545286833486,0.4983545286833486,Behind,2026-07-15 12:00:00
Total,4302,2727,1.5775577557755776,4302.0,1.5775577557755776,Met,Lake Forest,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4983545286833486,0.4983545286833486,Behind,2026-07-15 12:00:00
Very Low,52,647,0.08,52.0,0.080370942812983,Behind,Lake Forest,City,Orange,Los Angeles (Regional),5,10/15/2013 - 10/15/2021,2013-10-15,2021-10-15,True,2026-07-15,True,2922,4656,1.593429158110883,1,4,0.4983545286833486,0.4983545286833486,Behind,2026-07-15 12:00:00
Above Moderate,587,1178,0.5,989.166089965398,0.8396995670334448,Nearly On Track,Lake Forest,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.19997215063810456,0.33697729190573333,Far Off Track,2026-07-15 12:00:00
Low,112,543,0.21,188.73356401384083,0.3475756243348818,Far Off Track,Lake Forest,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.19997215063810456,0.33697729190573333,Far Off Track,2026-07-15 12:00:00
Moderate,3,559,0.01,5.055363321799308,0.009043583759927205,Far Off Track,Lake Forest,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.19997215063810456,0.33697729190573333,Far Off Track,2026-07-15 12:00:00
Total,788,3236,0.24351050679851668,1327.8754325259517,0.4103446948473275,Far Off Track,Lake Forest,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.19997215063810456,0.33697729190573333,Far Off Track,2026-07-15 12:00:00
Very Low,86,956,0.09,144.9204152249135,0.1515903924946794,Far Off Track,Lake Forest,City,Orange,Los Angeles (Regional),6,10/15/2021 - 10/15/2029,2021-10-15,2029-10-15,True,2026-07-15,True,2922,1734,0.5934291581108829,0,4,0.19997215063810456,0.33697729190573333,Far Off Track,2026-07-15 12:00:00
Above Moderate,7,64,0.11,7.0,0.109375,Behind,Lakeport,City,Lake,Far North,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,1,4,0.3508731617647059,0.3508731617647059,Behind,2026-07-15 12:00:00
Low,61,22,2.77,61.0,2.772727272727273,Met,Lakeport,City,Lake,Far North,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,1,4,0.3508731617647059,0.3508731617647059,Behind,2026-07-15 12:00:00
Moderate,0,27,0.0,0.0,0.0,Behind,Lakeport,City,Lake,Far North,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,1,4,0.3508731617647059,0.3508731617647059,Behind,2026-07-15 12:00:00
Total,78,147,0.5306122448979592,78.0,0.5306122448979592,Behind,Lakeport,City,Lake,Far North,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,1,4,0.3508731617647059,0.3508731617647059,Behind,2026-07-15 12:00:00
Very Low,10,34,0.29,10.0,0.29411764705882354,Behind,Lakeport,City,Lake,Far North,5,06/30/2014 - 06/30/2019,2014-06-30,2019-06-30,True,2026-07-15,True,1826,4398,2.4085432639649507,1,4,0.3508731617647059,0.3508731617647059,Behind,2026-07-15 12:00:00
Above Moderate,10,59,0.17,11.56769596199525,0.19606264342364832,Far Off Track,Lakeport,City,Lake,Far North,6,08/15/2019 - 08/15/2027,2019-08-15,2027-08-15,True,2026-07-15,True,2922,2526,0.864476386036961,2,4,0.6018966908797417,0.6178709939630267,Somewhat Off Track,2026-07-15 12:00:00
