Geographic Level,Location,Date,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More
State,Missouri,2010-08,886,637,20,12,217
State,Montana,2010-08,211,136,14,56,5
State,Nebraska,2010-08,477,360,2,20,95
State,Nevada,2010-08,463,442,10,6,5
State,New Hampshire,2010-08,222,186,2,16,18
State,New Jersey,2010-08,1283,585,40,22,636
State,New Mexico,2010-08,344,319,0,3,22
State,New York,2010-08,1545,989,122,39,395
State,North Carolina,2010-08,3046,2218,14,18,796
State,North Dakota,2010-08,451,177,0,0,274
State,Ohio,2010-08,1155,896,28,26,205
State,Oklahoma,2010-08,656,558,10,7,81
State,Oregon,2010-08,864,514,12,8,330
State,Pennsylvania,2010-08,1869,1269,74,28,498
State,Rhode Island,2010-08,77,59,0,3,15
State,South Carolina,2010-08,1181,980,4,0,197
State,South Dakota,2010-08,290,208,0,12,70
State,Tennessee,2010-08,1677,902,28,12,735
State,Texas,2010-08,7690,5255,144,109,2182
State,Utah,2010-08,1240,628,6,59,547
State,Vermont,2010-08,70,63,2,0,5
State,Virginia,2010-08,1871,1566,0,4,301
State,Washington,2010-08,2446,1256,54,10,1126
State,West Virginia,2010-08,122,120,2,0,0
State,Wisconsin,2010-08,971,712,12,3,244
State,Wyoming,2010-08,108,91,0,0,17
Metro,Bakersfield,2010-09,71,67,4,0,0
Metro,Chico,2010-09,7,7,0,0,0
Metro,El Centro,2010-09,7,7,0,0,0
Metro,Fresno,2010-09,134,134,0,0,0
Metro,Hanford,2010-09,5,5,0,0,0
Metro,Inland Empire,2010-09,352,333,0,8,11
Metro,Los Angeles,2010-09,596,331,48,12,205
Metro,Madera,2010-09,5,5,0,0,0
Metro,Merced,2010-09,4,4,0,0,0
Metro,Modesto,2010-09,14,14,0,0,0
Metro,Napa,2010-09,18,18,0,0,0
Metro,Redding,2010-09,7,7,0,0,0
Metro,Sacramento,2010-09,149,133,0,4,12
Metro,Salinas,2010-09,70,9,0,3,58
Metro,San Diego,2010-09,160,125,4,6,25
Metro,San Francisco,2010-09,593,155,0,8,430
Metro,San Jose,2010-09,162,39,4,0,119
Metro,San Luis Obispo,2010-09,24,16,2,0,6
Metro,Santa Barbara,2010-09,17,17,0,0,0
Metro,Santa Cruz,2010-09,8,8,0,0,0
Metro,Santa Rosa,2010-09,15,15,0,0,0
Metro,Stockton,2010-09,57,57,0,0,0
Metro,Vallejo,2010-09,18,18,0,0,0
Metro,Ventura,2010-09,35,21,0,4,10
Metro,Visalia,2010-09,86,30,0,56,0
Metro,Yuba City,2010-09,7,7,0,0,0
State,Alabama,2010-09,738,552,4,4,178
State,Alaska,2010-09,87,80,4,3,0
State,Arizona,2010-09,1055,768,0,0,287
State,Arkansas,2010-09,522,335,58,96,33
State,California,2010-09,2826,1785,64,101,876
State,Colorado,2010-09,1331,757,2,11,561
State,Connecticut,2010-09,398,221,14,35,128
State,Delaware,2010-09,256,225,10,3,18
State,Florida,2010-09,2772,2271,10,29,462
State,Georgia,2010-09,1156,1015,4,18,119
State,Hawaii,2010-09,281,207,2,0,72
State,Idaho,2010-09,297,295,2,0,0
State,Illinois,2010-09,1024,676,12,20,316
State,Indiana,2010-09,1161,847,40,52,222
State,Iowa,2010-09,692,514,12,3,163
State,Kansas,2010-09,411,321,12,0,78
State,Kentucky,2010-09,540,434,4,10,92
State,Louisiana,2010-09,965,829,18,48,70
State,Maine,2010-09,316,244,26,34,12
State,Maryland,2010-09,733,646,22,3,62
State,Massachusetts,2010-09,819,548,38,98,135
State,Michigan,2010-09,739,705,4,10,20
State,Minnesota,2010-09,673,586,8,14,65
State,Mississippi,2010-09,383,337,10,15,21
State,Missouri,2010-09,807,473,22,10,302
State,Montana,2010-09,251,110,2,15,124
State,Nebraska,2010-09,416,368,16,0,32
State,Nevada,2010-09,303,284,2,12,5
State,New Hampshire,2010-09,195,142,8,24,21
State,New Jersey,2010-09,1254,647,90,20,497
State,New Mexico,2010-09,329,310,0,3,16
State,New York,2010-09,1570,810,92,255,413
State,North Carolina,2010-09,2248,1927,6,19,296
State,North Dakota,2010-09,379,213,4,0,162
State,Ohio,2010-09,1045,797,0,11,237
State,Oklahoma,2010-09,617,577,12,3,25
State,Oregon,2010-09,568,505,8,0,55
State,Pennsylvania,2010-09,2224,1522,30,29,643
State,Rhode Island,2010-09,97,74,20,3,0
State,South Carolina,2010-09,998,899,6,34,59
State,South Dakota,2010-09,279,237,0,15,27
State,Tennessee,2010-09,1249,804,10,13,422
State,Texas,2010-09,6364,4479,46,23,1816
State,Utah,2010-09,863,597,10,12,244
State,Vermont,2010-09,168,78,4,3,83
State,Virginia,2010-09,1984,1357,28,179,420
State,Washington,2010-09,1515,1149,30,10,326
State,West Virginia,2010-09,175,120,0,0,55
State,Wisconsin,2010-09,875,677,10,8,180
State,Wyoming,2010-09,134,106,0,0,28
Metro,Bakersfield,2010-10,97,93,4,0,0
Metro,Chico,2010-10,12,12,0,0,0
Metro,El Centro,2010-10,8,8,0,0,0
Metro,Fresno,2010-10,127,124,0,3,0
Metro,Hanford,2010-10,4,2,2,0,0
Metro,Inland Empire,2010-10,310,246,0,34,30
Metro,Los Angeles,2010-10,415,236,20,38,121
Metro,Madera,2010-10,10,10,0,0,0
Metro,Merced,2010-10,6,6,0,0,0
Metro,Modesto,2010-10,8,8,0,0,0
Metro,Napa,2010-10,3,3,0,0,0
Metro,Redding,2010-10,4,1,0,3,0
Metro,Sacramento,2010-10,121,121,0,0,0
Metro,Salinas,2010-10,4,4,0,0,0
Metro,San Diego,2010-10,145,120,2,8,15
Metro,San Francisco,2010-10,308,172,6,7,123
Metro,San Jose,2010-10,96,48,0,0,48
Metro,San Luis Obispo,2010-10,11,11,0,0,0
Metro,Santa Barbara,2010-10,55,8,6,4,37
Metro,Santa Cruz,2010-10,5,5,0,0,0
Metro,Santa Rosa,2010-10,89,41,0,12,36
Metro,Stockton,2010-10,50,46,4,0,0
Metro,Vallejo,2010-10,55,55,0,0,0
Metro,Ventura,2010-10,104,21,0,4,79
Metro,Visalia,2010-10,56,52,4,0,0
Metro,Yuba City,2010-10,6,6,0,0,0
State,Alabama,2010-10,806,561,22,6,217
State,Alaska,2010-10,53,49,4,0,0
State,Arizona,2010-10,855,730,2,29,94
State,Arkansas,2010-10,360,275,42,0,43
State,California,2010-10,3030,1542,48,113,1327
State,Colorado,2010-10,763,637,2,9,115
State,Connecticut,2010-10,293,256,8,6,23
State,Delaware,2010-10,208,165,10,4,29
State,Florida,2010-10,2630,2047,10,41,532
State,Georgia,2010-10,928,892,4,0,32
State,Hawaii,2010-10,174,174,0,0,0
State,Idaho,2010-10,292,280,4,8,0
State,Illinois,2010-10,1256,630,44,23,559
State,Indiana,2010-10,1044,794,20,90,140
State,Iowa,2010-10,668,578,16,4,70
State,Kansas,2010-10,329,283,40,6,0
State,Kentucky,2010-10,734,343,14,10,367
State,Louisiana,2010-10,977,903,44,6,24
State,Maine,2010-10,248,228,2,7,11
State,Maryland,2010-10,676,524,22,0,130
State,Massachusetts,2010-10,614,388,12,14,200
State,Michigan,2010-10,842,748,12,21,61
State,Minnesota,2010-10,1247,557,4,32,654
State,Mississippi,2010-10,353,334,4,4,11
State,Missouri,2010-10,653,433,6,27,187
State,Montana,2010-10,173,124,6,6,37
State,Nebraska,2010-10,608,344,2,64,198
State,Nevada,2010-10,433,316,2,8,107
State,New Hampshire,2010-10,218,162,2,14,40
State,New Jersey,2010-10,1123,599,114,26,384
State,New Mexico,2010-10,288,273,0,3,12
State,New York,2010-10,1575,845,132,111,487
State,North Carolina,2010-10,2365,1697,26,19,623
State,North Dakota,2010-10,399,210,0,0,189
State,Ohio,2010-10,1404,861,6,48,489
State,Oklahoma,2010-10,476,444,6,6,20
State,Oregon,2010-10,494,413,16,10,55
State,Pennsylvania,2010-10,1925,1208,32,40,645
State,Rhode Island,2010-10,96,60,2,0,34
State,South Carolina,2010-10,1060,927,22,0,111
State,South Dakota,2010-10,285,240,16,4,25
State,Tennessee,2010-10,931,802,8,16,105
State,Texas,2010-10,5015,3955,74,22,964
State,Utah,2010-10,574,517,6,7,44
State,Vermont,2010-10,108,88,2,3,15
State,Virginia,2010-10,1397,1158,10,9,220
State,Washington,2010-10,1446,1071,6,54,315
State,West Virginia,2010-10,95,95,0,0,0
State,Wisconsin,2010-10,1293,809,34,12,438
State,Wyoming,2010-10,218,190,4,0,24
Metro,Bakersfield,2010-11,93,80,4,0,9
Metro,Chico,2010-11,17,11,0,0,6
Metro,El Centro,2010-11,27,27,0,0,0
Metro,Fresno,2010-11,83,80,0,3,0
Metro,Hanford,2010-11,3,1,2,0,0
Metro,Inland Empire,2010-11,366,270,0,0,96
Metro,Los Angeles,2010-11,886,274,34,22,556
Metro,Madera,2010-11,5,5,0,0,0
Metro,Merced,2010-11,6,6,0,0,0
Metro,Modesto,2010-11,2,2,0,0,0
Metro,Napa,2010-11,3,3,0,0,0
Metro,Redding,2010-11,12,12,0,0,0
Metro,Sacramento,2010-11,157,94,0,0,63
Metro,Salinas,2010-11,4,4,0,0,0
Metro,San Diego,2010-11,146,115,10,0,21
Metro,San Francisco,2010-11,213,93,6,0,114
Metro,San Jose,2010-11,499,27,0,0,472
Metro,San Luis Obispo,2010-11,33,31,2,0,0
Metro,Santa Barbara,2010-11,21,21,0,0,0
Metro,Santa Cruz,2010-11,7,7,0,0,0
Metro,Santa Rosa,2010-11,13,13,0,0,0
Metro,Stockton,2010-11,45,45,0,0,0
Metro,Vallejo,2010-11,32,32,0,0,0
Metro,Ventura,2010-11,57,9,0,7,41
Metro,Visalia,2010-11,53,41,12,0,0
Metro,Yuba City,2010-11,2,2,0,0,0
State,Alabama,2010-11,596,481,2,36,77
State,Alaska,2010-11,37,31,2,4,0
State,Arizona,2010-11,755,569,0,0,186
State,Arkansas,2010-11,300,224,14,25,37
State,California,2010-11,2877,1397,70,32,1378
State,Colorado,2010-11,759,633,14,0,112
State,Connecticut,2010-11,300,240,6,0,54
State,Delaware,2010-11,217,181,0,0,36
State,Florida,2010-11,2710,1854,14,44,798
State,Georgia,2010-11,1029,941,2,14,72
State,Hawaii,2010-11,165,119,8,3,35
State,Idaho,2010-11,446,231,0,16,199
State,Illinois,2010-11,781,661,36,16,68
State,Indiana,2010-11,827,699,10,13,105
State,Iowa,2010-11,734,600,38,4,92
State,Kansas,2010-11,384,325,32,3,24
State,Kentucky,2010-11,403,350,0,4,49
State,Louisiana,2010-11,814,716,54,0,44
State,Maine,2010-11,216,207,4,0,5
State,Maryland,2010-11,694,638,2,3,51
State,Massachusetts,2010-11,828,490,12,7,319
State,Michigan,2010-11,960,858,2,4,96
State,Minnesota,2010-11,568,432,2,4,130
State,Mississippi,2010-11,400,261,10,117,12
State,Missouri,2010-11,602,474,16,50,62
State,Montana,2010-11,139,80,0,20,39
State,Nebraska,2010-11,381,240,4,0,137
State,Nevada,2010-11,240,237,0,3,0
State,New Hampshire,2010-11,209,142,0,32,35
State,New Jersey,2010-11,911,575,46,13,277
State,New Mexico,2010-11,272,255,0,3,14
State,New York,2010-11,1310,943,84,49,234
State,North Carolina,2010-11,2262,1584,38,31,609
State,North Dakota,2010-11,240,163,0,8,69
State,Ohio,2010-11,742,630,24,22,66
State,Oklahoma,2010-11,468,449,14,0,5
State,Oregon,2010-11,463,388,4,0,71
State,Pennsylvania,2010-11,1352,1146,36,59,111
State,Rhode Island,2010-11,66,51,6,9,0
State,South Carolina,2010-11,924,843,4,3,74
State,South Dakota,2010-11,178,147,4,11,16
State,Tennessee,2010-11,750,672,12,18,48
State,Texas,2010-11,5801,4169,38,187,1407
State,Utah,2010-11,811,432,14,83,282
State,Vermont,2010-11,102,71,2,0,29
State,Virginia,2010-11,1265,982,10,8,265
State,Washington,2010-11,1185,883,6,32,264
State,West Virginia,2010-11,99,92,2,0,5
State,Wisconsin,2010-11,835,497,18,0,320
State,Wyoming,2010-11,186,67,0,0,119
Metro,Bakersfield,2010-12,165,139,6,0,20
Metro,Chico,2010-12,22,11,0,0,11
Metro,El Centro,2010-12,2,2,0,0,0
Metro,Fresno,2010-12,191,188,0,3,0
Metro,Hanford,2010-12,7,7,0,0,0
Metro,Inland Empire,2010-12,675,589,0,0,86
Metro,Los Angeles,2010-12,1110,445,18,58,589
Metro,Madera,2010-12,5,5,0,0,0
Metro,Merced,2010-12,6,6,0,0,0
Metro,Modesto,2010-12,22,22,0,0,0
Metro,Napa,2010-12,11,11,0,0,0
Metro,Redding,2010-12,66,19,44,3,0
Metro,Sacramento,2010-12,306,207,0,0,99
Metro,Salinas,2010-12,9,6,0,3,0
Metro,San Diego,2010-12,279,277,2,0,0
Metro,San Francisco,2010-12,790,113,4,0,673
Metro,San Jose,2010-12,1758,89,0,8,1661
Metro,San Luis Obispo,2010-12,22,22,0,0,0
Metro,Santa Barbara,2010-12,22,22,0,0,0
Metro,Santa Cruz,2010-12,13,7,2,4,0
Metro,Santa Rosa,2010-12,28,28,0,0,0
Metro,Stockton,2010-12,54,54,0,0,0
Metro,Vallejo,2010-12,25,25,0,0,0
Metro,Ventura,2010-12,41,7,0,0,34
Metro,Visalia,2010-12,58,54,4,0,0
Metro,Yuba City,2010-12,5,5,0,0,0
State,Alabama,2010-12,873,565,6,6,296
State,Alaska,2010-12,28,22,6,0,0
State,Arizona,2010-12,809,631,0,0,178
State,Arkansas,2010-12,563,319,10,32,202
State,California,2010-12,6144,2668,80,79,3317
State,Colorado,2010-12,1043,573,20,11,439
State,Connecticut,2010-12,215,173,8,6,28
State,Delaware,2010-12,180,161,4,4,11
State,Florida,2010-12,3038,2069,10,29,930
State,Georgia,2010-12,1240,950,4,16,270
State,Hawaii,2010-12,168,126,0,3,39
State,Idaho,2010-12,168,161,0,0,7
State,Illinois,2010-12,946,355,18,16,557
State,Indiana,2010-12,640,474,10,71,85
State,Iowa,2010-12,508,320,8,4,176
State,Kansas,2010-12,312,255,18,12,27
State,Kentucky,2010-12,423,259,4,14,146
State,Louisiana,2010-12,984,816,54,25,89
State,Maine,2010-12,207,193,6,0,8
State,Maryland,2010-12,599,538,2,3,56
State,Massachusetts,2010-12,737,460,22,16,239
State,Michigan,2010-12,554,387,4,7,156
State,Minnesota,2010-12,596,323,0,20,253
State,Mississippi,2010-12,459,259,10,121,69
State,Missouri,2010-12,547,356,8,16,167
State,Montana,2010-12,117,54,10,0,53
State,Nebraska,2010-12,311,163,0,0,148
State,Nevada,2010-12,544,364,2,0,178
State,New Hampshire,2010-12,208,135,6,11,56
State,New Jersey,2010-12,1349,579,52,31,687
State,New Mexico,2010-12,320,259,0,3,58
State,New York,2010-12,2805,876,176,53,1700
State,North Carolina,2010-12,1994,1561,30,14,389
State,North Dakota,2010-12,275,38,0,3,234
State,Ohio,2010-12,648,543,4,0,101
State,Oklahoma,2010-12,669,435,56,67,111
State,Oregon,2010-12,720,343,12,19,346
State,Pennsylvania,2010-12,2944,2831,28,21,64
State,Rhode Island,2010-12,108,64,0,0,44
State,South Carolina,2010-12,886,824,10,30,22
State,South Dakota,2010-12,79,76,0,3,0
State,Tennessee,2010-12,914,623,28,20,243
State,Texas,2010-12,5613,4386,60,207,960
State,Utah,2010-12,663,393,2,8,260
State,Vermont,2010-12,98,73,2,7,16
State,Virginia,2010-12,936,810,10,3,113
State,Washington,2010-12,1696,880,26,7,783
State,West Virginia,2010-12,82,73,0,4,5
State,Wisconsin,2010-12,567,332,8,14,213
State,Wyoming,2010-12,91,74,0,0,17
Metro,Bakersfield,2011-01,84,84,0,0,0
Metro,Chico,2011-01,17,12,0,0,5
Metro,El Centro,2011-01,9,9,0,0,0
Metro,Fresno,2011-01,82,79,0,3,0
Metro,Hanford,2011-01,6,6,0,0,0
Metro,Inland Empire,2011-01,228,171,2,0,55
Metro,Los Angeles,2011-01,657,384,28,39,206
Metro,Madera,2011-01,4,4,0,0,0
Metro,Merced,2011-01,3,3,0,0,0
Metro,Modesto,2011-01,5,5,0,0,0
Metro,Napa,2011-01,0,0,0,0,0
Metro,Redding,2011-01,6,6,0,0,0
Metro,Sacramento,2011-01,111,111,0,0,0
Metro,Salinas,2011-01,3,3,0,0,0
Metro,San Diego,2011-01,472,171,6,40,255
Metro,San Francisco,2011-01,353,172,8,3,170
Metro,San Jose,2011-01,104,99,0,0,5
Metro,San Luis Obispo,2011-01,7,7,0,0,0
Metro,Santa Barbara,2011-01,19,19,0,0,0
Metro,Santa Cruz,2011-01,5,5,0,0,0
Metro,Santa Rosa,2011-01,84,40,0,0,44
Metro,Stockton,2011-01,53,53,0,0,0
Metro,Vallejo,2011-01,38,38,0,0,0
Metro,Ventura,2011-01,12,7,0,0,5
Metro,Visalia,2011-01,31,29,2,0,0
Metro,Yuba City,2011-01,8,8,0,0,0
State,Alabama,2011-01,992,517,0,0,475
State,Alaska,2011-01,54,54,0,0,0
State,Arizona,2011-01,697,622,0,0,75
State,Arkansas,2011-01,470,244,12,0,214
State,California,2011-01,2486,1608,48,85,745
State,Colorado,2011-01,643,492,6,8,137
State,Connecticut,2011-01,133,111,4,0,18
State,Delaware,2011-01,240,162,6,0,72
State,Florida,2011-01,3039,2067,20,27,925
State,Georgia,2011-01,1161,993,0,4,164
State,Hawaii,2011-01,116,111,0,0,5
State,Idaho,2011-01,173,151,0,0,22
State,Illinois,2011-01,833,291,0,12,530
State,Indiana,2011-01,626,350,6,0,270
State,Iowa,2011-01,173,116,0,0,57
State,Kansas,2011-01,318,129,2,3,184
State,Kentucky,2011-01,392,264,22,16,90
State,Louisiana,2011-01,821,774,18,0,29
State,Maine,2011-01,126,119,2,0,5
State,Maryland,2011-01,752,678,4,3,67
State,Massachusetts,2011-01,368,276,6,20,66
State,Michigan,2011-01,373,355,0,0,18
State,Minnesota,2011-01,246,217,0,0,29
State,Mississippi,2011-01,307,286,2,3,16
State,Missouri,2011-01,318,223,4,50,41
State,Montana,2011-01,57,44,2,6,5
State,Nebraska,2011-01,141,136,0,0,5
State,Nevada,2011-01,643,297,2,6,338
State,New Hampshire,2011-01,103,81,2,14,6
State,New Jersey,2011-01,922,489,40,29,364
State,New Mexico,2011-01,235,223,0,3,9
State,New York,2011-01,1454,488,70,311,585
State,North Carolina,2011-01,2034,1614,36,53,331
State,North Dakota,2011-01,58,22,0,0,36
State,Ohio,2011-01,687,538,0,16,133
State,Oklahoma,2011-01,526,496,6,0,24
State,Oregon,2011-01,466,440,4,0,22
State,Pennsylvania,2011-01,1417,1329,40,22,26
State,Rhode Island,2011-01,30,26,0,4,0
State,South Carolina,2011-01,915,842,2,15,56
State,South Dakota,2011-01,57,45,2,0,10
State,Tennessee,2011-01,697,649,6,20,22
State,Texas,2011-01,5310,4371,32,44,863
State,Utah,2011-01,421,362,4,8,47
State,Vermont,2011-01,30,19,2,3,6
State,Virginia,2011-01,1677,1076,2,0,599
State,Washington,2011-01,1090,1042,10,4,34
State,West Virginia,2011-01,75,70,0,0,5
State,Wisconsin,2011-01,527,286,8,0,233
State,Wyoming,2011-01,84,64,2,0,18
Metro,Bakersfield,2011-02,93,88,0,0,5
Metro,Chico,2011-02,13,11,2,0,0
Metro,El Centro,2011-02,34,34,0,0,0
Metro,Fresno,2011-02,94,91,0,3,0
Metro,Hanford,2011-02,7,7,0,0,0
Metro,Inland Empire,2011-02,269,252,0,0,17
Metro,Los Angeles,2011-02,310,206,38,3,63
Metro,Madera,2011-02,12,12,0,0,0
Metro,Merced,2011-02,4,4,0,0,0
Metro,Modesto,2011-02,3,3,0,0,0
Metro,Napa,2011-02,8,8,0,0,0
Metro,Redding,2011-02,6,6,0,0,0
Metro,Sacramento,2011-02,180,140,0,6,34
Metro,Salinas,2011-02,8,8,0,0,0
Metro,San Diego,2011-02,683,144,6,0,533
Metro,San Francisco,2011-02,218,109,16,0,93
Metro,San Jose,2011-02,77,59,0,8,10
Metro,San Luis Obispo,2011-02,20,14,0,6,0
Metro,Santa Barbara,2011-02,11,11,0,0,0
Metro,Santa Cruz,2011-02,1,1,0,0,0
Metro,Santa Rosa,2011-02,43,43,0,0,0
Metro,Stockton,2011-02,39,39,0,0,0
Metro,Vallejo,2011-02,39,39,0,0,0
Metro,Ventura,2011-02,18,10,0,0,8
Metro,Visalia,2011-02,47,47,0,0,0
Metro,Yuba City,2011-02,4,4,0,0,0
State,Alabama,2011-02,763,577,2,0,184
State,Alaska,2011-02,41,29,2,0,10
State,Arizona,2011-02,1056,736,0,0,320
State,Arkansas,2011-02,340,232,2,3,103
State,California,2011-02,2279,1424,62,30,763
State,Colorado,2011-02,569,496,20,3,50
State,Connecticut,2011-02,114,88,2,4,20
State,Delaware,2011-02,169,144,12,8,5
State,Florida,2011-02,2903,2110,12,17,764
State,Georgia,2011-02,1367,1092,8,3,264
State,Hawaii,2011-02,197,108,0,0,89
State,Idaho,2011-02,259,214,2,0,43
State,Illinois,2011-02,439,369,22,11,37
State,Indiana,2011-02,518,483,8,15,12
State,Iowa,2011-02,216,192,4,8,12
State,Kansas,2011-02,240,185,28,14,13
State,Kentucky,2011-02,487,365,2,15,105
State,Louisiana,2011-02,974,673,26,14,261
State,Maine,2011-02,73,66,2,0,5
State,Maryland,2011-02,674,580,0,0,94
State,Massachusetts,2011-02,289,160,6,0,123
State,Michigan,2011-02,388,374,6,3,5
State,Minnesota,2011-02,272,244,2,0,26
State,Mississippi,2011-02,476,434,4,7,31
State,Missouri,2011-02,767,333,14,58,362
State,Montana,2011-02,78,74,0,4,0
State,Nebraska,2011-02,180,174,0,6,0
State,Nevada,2011-02,312,290,0,0,22
State,New Hampshire,2011-02,305,71,0,9,225
State,New Jersey,2011-02,666,359,30,6,271
State,New Mexico,2011-02,212,201,0,0,11
State,New York,2011-02,1028,399,38,12,579
State,North Carolina,2011-02,3031,1765,28,36,1202
State,North Dakota,2011-02,128,23,0,0,105
State,Ohio,2011-02,719,555,20,30,114
State,Oklahoma,2011-02,515,482,2,0,31
State,Oregon,2011-02,481,330,0,9,142
State,Pennsylvania,2011-02,1012,822,14,24,152
State,Rhode Island,2011-02,25,25,0,0,0
State,South Carolina,2011-02,1122,970,6,0,146
State,South Dakota,2011-02,121,61,0,0,60
State,Tennessee,2011-02,950,827,8,32,83
State,Texas,2011-02,6406,4368,64,55,1919
State,Utah,2011-02,480,360,6,30,84
State,Vermont,2011-02,110,36,4,0,70
State,Virginia,2011-02,1634,1145,2,11,476
State,Washington,2011-02,1079,910,14,20,135
State,West Virginia,2011-02,147,97,0,0,50
State,Wisconsin,2011-02,465,306,16,4,139
State,Wyoming,2011-02,75,50,0,0,25
Metro,Bakersfield,2011-03,127,114,0,0,13
Metro,Chico,2011-03,23,15,0,0,8
Metro,El Centro,2011-03,11,11,0,0,0
Metro,Fresno,2011-03,145,140,2,3,0
Metro,Hanford,2011-03,10,10,0,0,0
Metro,Inland Empire,2011-03,424,296,0,0,128
Metro,Los Angeles,2011-03,2096,395,48,18,1635
Metro,Madera,2011-03,8,8,0,0,0
Metro,Merced,2011-03,1,1,0,0,0
Metro,Modesto,2011-03,4,4,0,0,0
Metro,Napa,2011-03,11,11,0,0,0
Metro,Redding,2011-03,4,4,0,0,0
Metro,Sacramento,2011-03,298,148,0,0,150
Metro,Salinas,2011-03,5,5,0,0,0
Metro,San Diego,2011-03,354,209,0,6,139
Metro,San Francisco,2011-03,304,152,8,0,144
Metro,San Jose,2011-03,101,77,0,0,24
Metro,San Luis Obispo,2011-03,28,20,0,0,8
Metro,Santa Barbara,2011-03,13,13,0,0,0
Metro,Santa Cruz,2011-03,9,9,0,0,0
Metro,Santa Rosa,2011-03,20,20,0,0,0
Metro,Stockton,2011-03,91,91,0,0,0
Metro,Vallejo,2011-03,36,36,0,0,0
Metro,Ventura,2011-03,28,15,0,0,13
Metro,Visalia,2011-03,180,68,0,0,112
Metro,Yuba City,2011-03,10,10,0,0,0
State,Alabama,2011-03,1004,812,0,0,192
State,Alaska,2011-03,41,39,2,0,0
State,Arizona,2011-03,1241,1044,0,0,197
State,Arkansas,2011-03,889,416,42,3,428
State,California,2011-03,4428,1965,58,31,2374
State,Colorado,2011-03,1264,735,32,4,493
State,Connecticut,2011-03,267,225,12,12,18
State,Delaware,2011-03,262,240,12,0,10
State,Florida,2011-03,4229,2732,34,50,1413
State,Georgia,2011-03,1654,1253,6,11,384
State,Hawaii,2011-03,140,134,0,0,6
State,Idaho,2011-03,292,268,0,3,21
State,Illinois,2011-03,904,730,48,0,126
State,Indiana,2011-03,1123,849,6,6,262
State,Iowa,2011-03,723,595,20,11,97
State,Kansas,2011-03,457,287,38,10,122
State,Kentucky,2011-03,571,490,30,8,43
State,Louisiana,2011-03,1076,937,42,0,97
State,Maine,2011-03,141,126,2,3,10
State,Maryland,2011-03,988,706,28,3,251
State,Massachusetts,2011-03,433,318,18,3,94
State,Michigan,2011-03,630,608,2,0,20
State,Minnesota,2011-03,542,412,2,0,128
State,Mississippi,2011-03,417,367,6,7,37
State,Missouri,2011-03,675,469,8,30,168
State,Montana,2011-03,155,118,4,10,23
State,Nebraska,2011-03,322,317,0,0,5
State,Nevada,2011-03,541,467,0,6,68
State,New Hampshire,2011-03,184,149,0,17,18
State,New Jersey,2011-03,1231,669,38,20,504
State,New Mexico,2011-03,315,292,0,0,23
State,New York,2011-03,1179,555,92,30,502
State,North Carolina,2011-03,3406,2226,24,12,1144
State,North Dakota,2011-03,251,109,0,0,142
State,Ohio,2011-03,1290,936,22,11,321
State,Oklahoma,2011-03,693,601,6,4,82
State,Oregon,2011-03,933,484,2,6,441
State,Pennsylvania,2011-03,1124,906,44,27,147
State,Rhode Island,2011-03,75,58,6,6,5
State,South Carolina,2011-03,1532,1219,4,0,309
State,South Dakota,2011-03,204,148,0,4,52
State,Tennessee,2011-03,1475,1111,32,27,305
State,Texas,2011-03,8381,6411,70,114,1786
State,Utah,2011-03,656,489,8,12,147
State,Vermont,2011-03,57,42,4,0,11
State,Virginia,2011-03,2526,1554,8,4,960
State,Washington,2011-03,1443,1201,26,4,212
State,West Virginia,2011-03,142,140,2,0,0
State,Wisconsin,2011-03,830,492,10,21,307
State,Wyoming,2011-03,153,99,0,0,54
Metro,Bakersfield,2011-04,31,31,0,0,0
Metro,Chico,2011-04,20,20,0,0,0
Metro,El Centro,2011-04,6,6,0,0,0
Metro,Fresno,2011-04,152,130,0,3,19
Metro,Hanford,2011-04,1,1,0,0,0
Metro,Inland Empire,2011-04,364,360,0,4,0
Metro,Los Angeles,2011-04,1286,587,18,8,673
Metro,Madera,2011-04,6,6,0,0,0
Metro,Merced,2011-04,3,3,0,0,0
Metro,Modesto,2011-04,9,9,0,0,0
Metro,Napa,2011-04,27,3,0,0,24
Metro,Redding,2011-04,4,4,0,0,0
Metro,Sacramento,2011-04,106,106,0,0,0
Metro,Salinas,2011-04,14,14,0,0,0
Metro,San Diego,2011-04,853,214,6,7,626
Metro,San Francisco,2011-04,280,176,0,0,104
Metro,San Jose,2011-04,104,88,0,4,12
Metro,San Luis Obispo,2011-04,27,22,0,0,5
Metro,Santa Barbara,2011-04,43,5,2,3,33
Metro,Santa Cruz,2011-04,9,9,0,0,0
Metro,Santa Rosa,2011-04,30,30,0,0,0
